,mean,std,min,max,slope,range,meanSCL,stdSCL,stdSCR,corrSCL,numSCR,sumAMP,sumDUR,sumAREA,label
2_24,0.10767654087807219,0.008794996051484753,0.0923631800287928,0.11586097704307555,0.00041957922997371,0.025069858990928562,0.10537968095608889,0.008772448050031433,0.000778477139373946,0.8314235055888023,8,0.022921753808167203,8.75,0.012855816193323249,0
2_25,0.11460445828460178,0.0010955260958079788,0.11111712472477282,0.11686724141329458,3.91151165576864e-05,0.0023371282143242467,0.11251758477472881,0.000921504241312984,0.0006626682260263203,0.776626485209578,13,0.025547228743125996,10.0,0.00999052878125031,0
2_26,0.11542885213286028,0.0007616635372795418,0.11251504827271924,0.11697018135021076,2.9487719301890536e-06,0.00017618912282665877,0.11356488120244658,0.0004805385145001171,0.0005759808583318108,0.07925592569134536,21,0.03598435309419126,17.5,0.015036211117619153,0
2_27,0.10935658561627955,0.006856931715123265,0.09948652201742055,0.1169701495395326,-0.0003536630681404418,0.0211313683213908,0.10651510332945825,0.006802247725007026,0.0008543711381665068,-0.9034264314872559,5,0.01670816494988131,4.25,0.0072937948188516,0
2_28,0.10281805140208136,0.0062261254877551695,0.09172881861816143,0.12951130804496075,-1.1411461173782556e-05,0.00068183480513552,0.08987623114381134,0.005223264098059325,0.002983373564779894,-0.05700303909103444,3,0.06850448737321463,3.25,0.0345814376859625,0
2_29,0.10150865059886346,0.007384845173308912,0.09188569201265687,0.13005647993753108,-7.764334607290868e-05,0.004639189927856266,0.08656941467379357,0.006625393632181715,0.003045096597194041,-0.2049513471174115,3,0.07017306839841227,3.0,0.032049496868706465,0
2_30,0.0997425180535092,0.005010213832411187,0.09343069931531775,0.12548148714700613,-0.00012308228741048088,0.0073541666727767185,0.09524762333681723,0.004623935804504344,0.0011230091514596741,-0.44296467075824225,4,0.019653289298976223,4.25,0.010993738939717121,0
2_31,0.0970630632686185,0.002333015438886042,0.09123938346447584,0.10182664107501214,-0.00011889586451246936,0.007104027904620044,0.0944825135445851,0.002249022899647814,0.0006952315087169632,-0.9184094207163775,11,0.02908008624673307,9.25,0.012000012625800591,0
2_32,0.09248236948493394,0.007366279759477792,0.07454915833941658,0.10825368937354755,-0.00022852324838051885,0.013654264090736307,0.08230049775223752,0.007131784332432435,0.0018565814352676895,-0.5476218513829988,3,0.03837118986786882,2.75,0.01759219035204141,0
2_33,0.09647220948579642,0.009636222705811277,0.07454584314706719,0.11046141944504341,0.0002813290248745992,0.01680940923625529,0.0865828149969602,0.009425928466481277,0.001894686803332408,0.5180320993355647,3,0.04038961124783537,2.75,0.018293142570923886,0
2_34,0.11364856380953153,0.010813078298702707,0.09844332515698884,0.13001553387265685,0.0005390027242267448,0.03220541277254568,0.11187926158473785,0.01078593862780034,0.0006890101615530341,0.8651356636012464,15,0.03288220802319758,14.25,0.015913145255333085,0
2_35,0.12133662282921215,0.006054728413851668,0.09507717236442778,0.1300155410110853,-0.00020470963326280067,0.012231400587448357,0.11479706219780098,0.006071061664604204,0.001878340424416374,-0.6144991697576327,3,0.037617718590556765,2.25,0.01532867395509749,0
2_36,0.1209344891730973,0.014456882439357067,0.07972363320910181,0.15039601980848666,0.00025604596316303185,0.015298746298989488,0.10251035670496814,0.01392579302930753,0.0035826893678743196,0.3159329854324933,2,0.05066470064171685,2.0,0.02363263141515904,0
2_37,0.7266357707240039,0.034248164276288226,0.6524694423307221,0.8050376388822581,-0.00186889715243721,0.1116666048581405,0.70695500693117,0.03383070726124513,0.004635295198604275,-0.9556624746301676,5,0.10226687938541612,5.75,0.05666497473701791,1
2_38,0.6613887706816576,0.04709875454616708,0.587042076838022,0.7491270011336864,-0.0026524490410322343,0.1584838302016911,0.6419681847239386,0.04662353086353249,0.004363873611044321,-0.9767311624440038,7,0.11306251765777531,10.75,0.08465468492085301,1
2_39,0.6134551503881875,0.022513121422220807,0.5789703747159864,0.6669725351210296,-0.0008667466534411084,0.051788112543086795,0.5941986933952089,0.02169292503004447,0.0045913143362221335,-0.6835878882557387,3,0.06903421789645348,3.75,0.045407921090144424,1
2_40,0.6096696351787131,0.01739577398508534,0.5788452337361081,0.6671435836025186,-8.893491064032588e-05,0.005313860910743151,0.5958500114777036,0.016339394278693214,0.004205286867700989,-0.08750278825749497,2,0.046967890011940794,3.0,0.035225917508955595,1
2_41,0.5990782267139532,0.018676936329899436,0.5523595577859607,0.6484105811853804,-0.0008985940236265755,0.053690992911670676,0.5819317948946109,0.017774836920676954,0.004393043706805738,-0.8504354312228294,4,0.07680404546146768,3.5,0.03434592043473646,1
2_42,0.6062277049470264,0.044807545358126824,0.5520600974907476,0.721971239714142,0.0016323130906510386,0.09753070716639622,0.5796167880805806,0.04390343396433768,0.007920709663914895,0.647722247351699,5,0.1873454344221699,6.0,0.11715927395630853,1
2_43,0.6596490377238673,0.0542078784145091,0.5522689546268962,0.7538150806667081,0.0025959576427618813,0.15510846915502896,0.6329411889020643,0.052993484544797353,0.008508330560330167,0.8452643820930883,4,0.159355383659038,5.25,0.10671375485089234,1
2_44,0.7174430912077675,0.038590719628142055,0.6456602426877618,0.8205687863107285,0.0018706079450079294,0.11176882471422378,0.6981387128202192,0.03801101458522907,0.00636489626001272,0.8600455616378236,5,0.14025727614844963,6.25,0.08856676370907982,1
2_45,0.7900099585391195,0.07247700003596132,0.7071524830894911,0.9954840099951383,0.0034377900281974405,0.20540795418479219,0.7520123205034006,0.0711264273966814,0.011378921444327422,0.8381735767059074,4,0.22213285648617498,6.75,0.1845807920848454,1
2_46,0.8951885312361184,0.08239484230989819,0.7301841856333832,1.0544990755810213,0.0041001552750397074,0.2449842776836223,0.857393490994891,0.08078419553480637,0.013043115585528156,0.8780350567715066,5,0.2935200518641423,8.25,0.23801060018885598,1
2_47,0.9692258029776767,0.062072111558269985,0.8970028263029974,1.1593911383123303,0.0019720234939346604,0.11782840376259085,0.9317475290102876,0.06070996055978987,0.01066627184626966,0.5605607004971515,4,0.21447688780759866,7.25,0.18734653217471867,1
2_48,1.0098499939045342,0.06523264269792518,0.8982337649715098,1.1593915601115161,0.0020926462301544824,0.12503561225172388,0.9727648689329084,0.06430971902386806,0.009053348746566945,0.5680997757827233,3,0.1422831520368174,5.5,0.12826539854603353,1
2_49,1.0247549654096848,0.048558615459257694,0.9475637285828341,1.1522590743696097,-0.0010120525630181731,0.06047014064036915,1.0010760523771005,0.04726436039699244,0.008241560667418726,-0.3661499308756873,4,0.15380199813899353,6.0,0.12038117125420768,1
2_50,1.017805198476706,0.044496376765224784,0.9475638089591653,1.1523836714820475,5.029718620352952e-05,0.0030052568756995246,0.993637380762488,0.04338399222938244,0.007807638770629837,0.025911111456418015,3,0.12108052369562883,4.5,0.09648088645603567,1
2_51,1.0222886541442662,0.02071830216718674,0.9822661462697657,1.0729116709673105,0.00029524517145240736,0.017640898994270682,1.00057230538244,0.019613466946832803,0.005840532565047246,0.2541502428481413,4,0.11148519499296605,5.5,0.07541094214891292,1
2_52,1.047140482821193,0.03881259987027808,0.999104615661248,1.182397748316407,0.0013901764920376536,0.08306304539921361,1.0255813090743933,0.03795547417740476,0.006648814581572179,0.6413710423967741,4,0.13190582127575579,5.75,0.09135741652325341,1
2_53,1.0803346538575291,0.03476943952452347,1.0096731437445075,1.182397748363234,0.000549955938105029,0.03285986730174817,1.0584142613193237,0.03355862534959784,0.006781123789292563,0.2807655484966468,4,0.13521690489994542,5.75,0.09375525711094276,1
2_54,1.1085098082583122,0.0327810835426379,1.0584859096299324,1.1841293701487927,0.0009291626346277226,0.055517467418977784,1.0861337672830835,0.03182812628389487,0.0058320867785407755,0.5090860616747931,3,0.09652607221847798,5.5,0.08674029793396199,1
2_55,1.1347817999280623,0.03340098424900451,1.0617007752525183,1.2386977521647635,0.0005797990377924833,0.034642992508062465,1.108493117761338,0.031697001073548906,0.007767934169203641,0.32415214888886595,4,0.14902538545988842,6.75,0.11942512929902577,1
2_56,0.20396487220881307,0.020533396599455717,0.1609220436390334,0.23548174368209437,0.0008452720517700962,0.05050500509326272,0.19800617047187963,0.02028960311824048,0.002651296693330076,0.7178535655702319,9,0.08762623993524393,11.5,0.05431604644729808,2
2_57,0.2063271381223835,0.013515996242660349,0.1832227364224196,0.23548170944311178,-0.0006692804086551041,0.03998950441714688,0.20036435594943278,0.013342824170499163,0.0019250881586734818,-0.8712593529313922,6,0.05107237862882846,7.75,0.03154364134814254,2
2_58,0.20060920116737205,0.01099597054983429,0.1741018164697828,0.24240963033917104,0.0002480926765202618,0.01482353742208728,0.18415978129007188,0.009766965173405636,0.003918476067061441,0.44074288996135286,2,0.05187601881494294,3.75,0.049158997695771214,2
2_59,0.20519295398568502,0.012998470083879922,0.17428170988675326,0.2440197981039498,0.00011537805576200544,0.0068938388317763555,0.18848360763416142,0.011571564574405115,0.004376280025981022,0.15319770375827887,3,0.07454234624001319,5.5,0.06981776336964636,2
2_60,0.19819163885767205,0.01330140167291045,0.17837042571759096,0.24401979984872663,-0.0002821090937117354,0.016856018349276858,0.18838495307243658,0.01308244265699998,0.0020336057578781413,-0.37464568007265486,1,0.01890724519368675,1.5,0.014180433895265063,2
2_61,0.18484882714106377,0.011869285470254051,0.1642772167624664,0.21168620123679582,-0.0006032710842062139,0.0360454472813202,0.17481231416791668,0.011753599911569448,0.0018763343449890006,-0.8927258049136996,2,0.03203124597632662,2.25,0.017862246405453763,2
2_62,0.1652617617190101,0.014357872469605357,0.14249468499712528,0.20360167752799277,-0.0007900364415682759,0.0472046773837089,0.15518646804351185,0.014235475591190523,0.0018076137349762465,-0.9610271487874815,2,0.031986708584519935,2.25,0.017829262065978846,2
2_63,0.1748113790893716,0.060857938093673056,0.129313621028875,0.3633287300882093,0.0019174824688528713,0.1145695775139597,0.16089028236457942,0.06075024143945134,0.0024302779332299883,0.5466679177056415,2,0.03770824588878649,2.75,0.024427762362022362,2
2_64,0.21867100862019392,0.06131381201875865,0.12931362102708738,0.36332871303590525,0.0019118513795941539,0.114233119930746,0.20472960400089574,0.06120665983274173,0.00249062819037829,0.5403892655579083,2,0.03774242851310608,2.75,0.024459207899109797,2
2_65,0.24580506080439582,0.011184892201130876,0.22470548585534444,0.2711482272916381,0.00010823548709326669,0.006467070353821963,0.23481608233496207,0.010947149131452758,0.0019281426500438036,0.17131496378896133,3,0.03681651537254976,4.5,0.027077342414866777,2
2_66,0.25012365852596513,0.01671547113622265,0.21923672003799122,0.29699094564958206,-0.00024815842047232195,0.014827465623219876,0.23920102215628775,0.016150704446193723,0.0030082682947264014,-0.27093565303407874,5,0.07246163252121479,8.25,0.05794617519756207,2
3_0,6.117903697045602,0.3270782392931578,5.5662608557598015,7.166161800511721,-0.01650438196585924,0.9861368224600886,5.718306065815651,0.3130588205848921,0.08164526966956183,-0.9100835169948482,4,1.9129043304865991,4.0,0.9471561365048566,0
3_1,5.576204843285822,0.3627498836417335,4.623255233536801,6.105512426893741,-0.020446260627753787,1.2216640725083368,5.475907762944223,0.3610053951857027,0.02936716800466451,-0.9801742364193988,6,0.8130391298755937,6.25,0.41841268137631327,0
3_2,5.014892165496576,0.3155734159262353,4.379363543349952,5.559853687639782,-0.016764332854311448,1.0016688880452405,4.891669218327373,0.31450951190454024,0.03840090271012087,-0.9288778409208743,9,1.3244408429603505,10.5,0.7789481848579712,0
3_3,4.52095290244779,0.2874961291376091,3.963439091503933,4.926691587610175,-0.01544532472277993,0.9228581521859418,4.287770918497197,0.2835350326087004,0.04452961881312321,-0.9430959718944236,3,0.8856483823858299,3.25,0.46292989560975545,0
3_4,3.970393001502187,0.37081621248191354,3.3553188556602893,4.77409306809858,-0.021187326762671432,1.2659427740696518,3.735885730239556,0.36640618813336623,0.03537794999887347,-0.9941706153237434,2,0.4969463159684957,1.75,0.24060168878295313,0
3_5,3.392257172157447,0.3103805145501454,2.9346130316959753,3.9609798419863647,-0.017759324441172453,1.0611196353600558,3.3731868172972685,0.31043755925111644,0.004841790560922289,-0.9911955992460275,1,0.05578035243852053,1.5,0.0418352643288904,0
3_6,2.918738296015868,0.2377010205680309,2.551531419228186,3.3540320312910388,-0.013585067978199916,0.8117078116973793,2.848998530771944,0.2372316600425196,0.013759427314657671,-0.9920614303914785,1,0.14517023615404057,1.0,0.07258511807702028,0
3_7,2.5691745163621817,0.16383182821650252,2.32302322004427,2.9294987374561625,-0.009134798004307498,0.5458041807573832,2.4994854859172024,0.16254683183847835,0.018876812644305664,-0.974102770022629,2,0.30851848446649655,2.25,0.17467789547742113,0
3_8,2.3573913572229372,0.09009210504463584,2.187325030272828,2.562707519399752,-0.004600939647957603,0.27490614396547386,2.2787115733533385,0.08744816226473595,0.018637828628258926,-0.9106166435855462,2,0.3050212406498174,2.25,0.17292371251395006,0
3_9,2.1837949940236094,0.11195844923822287,1.9720761565105802,2.3956485828669667,-0.0055374586426530925,0.3308631538985767,2.1045079120103574,0.1106438970904735,0.015193241742854649,-0.8670644431414781,2,0.2677764918098189,1.75,0.11818047911677523,0
3_10,2.0794522939354088,0.04354366270397338,1.972076156424807,2.2295268923337668,-0.000544105005356954,0.03251027407000784,2.0252798404368884,0.0417925339107215,0.0114070194436783,-0.22615627010646122,2,0.19599555534324753,1.5,0.07349833325371782,0
3_11,2.036743768917879,0.06393655630036824,1.834173605276002,2.154987339844421,-0.0029675039703711548,0.17730836222969826,1.9847808097503716,0.06254478705394374,0.012217266487200633,-0.8194104156894815,3,0.24733220723539784,2.75,0.10835221434673487,0
3_12,1.894121470605398,0.12119811896506491,1.6957318826143903,2.0642482716105968,-0.006797630056158965,0.4061583958554318,1.8400438953460674,0.12059320876477238,0.011241264994139376,-0.9764369987343336,2,0.1822783716318197,2.0,0.08512617977207076,0
3_13,1.709002220610006,0.09913926586214163,1.4892596137317584,1.8840296435528665,-0.005483659314497125,0.3276486440412152,1.656493758681541,0.0973974045641975,0.009334411176093627,-0.9618717937503232,6,0.2651432509358662,7.0,0.1550467404032784,0
3_14,1.5169459268475076,0.12110886984599094,1.3364539243236084,1.6931711172541535,-0.006735259068808119,0.4024317293613193,1.4820066871479527,0.12067900101435841,0.009351441753411995,-0.9667878756809556,5,0.2780436528454431,4.25,0.12036464441945785,0
3_15,1.3555368244630726,0.06942006567433585,1.2609207075060158,1.563770088936741,-0.0036265018576138175,0.21668348599243026,1.307309606124971,0.0695129066433073,0.011169040439233356,-0.9147955274435928,5,0.2989802348003796,4.75,0.1440857622828894,0
3_16,1.247710780020216,0.06312332801709686,1.1240806708999538,1.3662613004196087,-0.0033747936293497816,0.20164391935368497,1.1999094905963734,0.06184368470337522,0.011444007185853028,-0.9460746766073445,6,0.32249603723364917,6.75,0.18030556052170318,0
3_17,1.131755645227129,0.06823920275232541,1.005955039707321,1.2913967307175471,-0.0037606539109598103,0.22469907117981158,1.084055411244099,0.06732640750213387,0.009501436855772353,-0.9675144520904085,5,0.23885002592327864,6.0,0.14836981871047614,0
3_18,1.03530913455714,0.04758166468943306,0.9485746473190518,1.1228134929763707,-0.002423006624745483,0.14477464582855548,0.9876800036434364,0.04411164662269626,0.01694156392684652,-0.9410109991718968,5,0.42739593422288025,5.0,0.2071386469498184,0
3_19,0.9799571866243196,0.05033681938518997,0.8690284645057583,1.0873716572392622,-0.0016232635467234857,0.09698999691674115,0.9319172110055048,0.046044066266406565,0.019009292970512043,-0.6074018092043896,5,0.4264690433891235,5.0,0.20669479720824116,0
3_20,0.9009631535763993,0.07366526387473368,0.8061070290135416,1.0278864252196394,-0.0037434605009334376,0.22367176493080954,0.8651482090169609,0.07266519855186486,0.00989852698174372,-0.8903031614787409,6,0.24239945899701254,6.75,0.13283953774663387,0
3_21,0.806624233450321,0.039342587663364514,0.7421807899109845,0.8690249908843081,-0.002268451051043563,0.1355399502998511,0.8040223839780848,0.03933173299837178,0.000631397765651484,-0.9988125152930585,3,0.011492594366607989,3.0,0.00554318147818951,0
3_22,0.7421169447669637,0.034954222071134834,0.6855864988447927,0.8051598435860909,-0.002014237896548199,0.12035071431874977,0.7395250520213469,0.034902765205692146,0.0006848379654573297,-0.9980861899164515,1,0.005379082729168538,0.75,0.002017156023438202,0
3_23,0.6820712064866326,0.03624272348952471,0.6217437130286523,0.7409010302252704,-0.0020631095368623953,0.12327079482754522,0.6677679791065144,0.03617243817156214,0.0022431296675231027,-0.9880180440637856,1,0.0260199701087912,1.25,0.0162624813179945,0
3_24,0.6231053626112514,0.035516195326821466,0.5609734311230132,0.6963121360542492,-0.00201728002767787,0.12053248165375385,0.608855614991041,0.03541537938688773,0.002246412280269545,-0.9859625453274034,1,0.026102697009357523,1.25,0.016314185630848452,0
3_25,0.5926228535969837,0.01782070303981284,0.5546970828075032,0.6481391324349522,-0.00019563436200353834,0.011689153129696428,0.5577021397352947,0.01681960051359026,0.005409320054009181,-0.20469512114002508,2,0.09945580337729654,2.25,0.05547658243473476,0
3_26,0.5882436312824029,0.014216406895184322,0.5546959052522585,0.6481391219874958,-0.00011695711418768795,0.006988187572713356,0.5532693694540209,0.012869335082468698,0.005457543785393999,-0.15667147921841879,2,0.09945802667503967,2.25,0.05548253184405899,0
3_27,0.572612393417527,0.015334316365179073,0.528036825289396,0.5953877399276645,-0.0008428882939850446,0.05036257556560486,0.560480186725598,0.014981933832190186,0.002047314823590438,-0.9655406250457322,4,0.04520888425954306,3.75,0.02063910807242346,0
3_28,0.5295299667308869,0.03279189934521402,0.4738221540828417,0.575619061255477,-0.0017124234766505708,0.10231730272984962,0.5055179663838069,0.032481179108328824,0.004052734003264266,-0.9135366816092817,1,0.049763200183551404,0.75,0.018661200068831776,0
3_29,0.48043258945550643,0.022479211709099445,0.4397389291285146,0.5365984746478472,-0.0011618187275002079,0.06941866896813487,0.45632461637334637,0.022080555757241372,0.0037555006918736475,-0.9116169438461135,1,0.04978476006301391,0.75,0.018669285023630217,0
3_30,0.4429298569086248,0.021141292180382732,0.41053807502035716,0.48073671209002333,-0.0012166447200643304,0.07269452202385207,0.43989337281120294,0.021143228297723946,0.0006468183604254508,-0.9971604154690556,5,0.01407708778495681,5.5,0.007896046277670252,0
3_31,0.41586016033505896,0.010437446885547218,0.4016111057296206,0.44093589233715297,-0.000541633358573268,0.032362593174754095,0.4135995697279661,0.010409761850239464,0.0005545995062815404,-0.9014221366211198,6,0.013609249832158388,5.5,0.006108872062454258,0
3_32,0.40222309708644377,0.006738474903686781,0.3883242041742686,0.411549067892688,-0.0003470851073947845,0.020738335166829602,0.39998364945941633,0.00672267623315734,0.0006146634788241458,-0.8966620243042084,9,0.021344190115912487,8.75,0.010261068306189398,0
3_33,0.38913047493452974,0.009004891725695437,0.37439070219076537,0.4061777519008946,-0.0005159567258614661,0.030828414370223434,0.3875093833356952,0.008973499952530268,0.0006037786276554116,-0.9948863134103111,11,0.02430810497351854,9.75,0.011093006208362052,0
3_34,0.3758714501263955,0.006438758320589472,0.3625904253395849,0.3884054424069326,-0.0003472446169894283,0.020747865865117787,0.3713127432868679,0.006357295946438886,0.0009001266988061473,-0.9473001352637588,3,0.01658324821072349,2.5,0.007134605252118377,0
3_35,0.3697274119150942,0.0021366928155429057,0.36259067785721005,0.37585482304244955,-5.628407748625719e-05,0.0033629736298133595,0.3653172468465485,0.001914936542809911,0.0008957959924009909,-0.5087711003568256,3,0.0166940904552626,2.5,0.007173967654880126,0
3_36,0.37206836076807026,0.03755265905816137,0.3175581920878933,0.44799070327369467,0.0018908745108487945,0.11297975202321714,0.3430283490520227,0.03691929612882845,0.005855550050100128,0.883400848312955,2,0.09604736643378631,1.5,0.036017762412669865,1
3_37,0.5037611702253059,0.13887899709162374,0.31747129274634883,0.8649035328860736,0.007264537838242546,0.4340561358349902,0.4565960264113656,0.138149076316547,0.011432112120993489,0.9109730672004422,2,0.15591712344472414,2.25,0.0953356714802426,1
3_38,1.1933167569830683,0.8057476163304853,0.44229941276372853,3.1533588766864344,0.04178888523798108,2.496885892969419,1.0019522939244339,0.8031584189115416,0.04898864376606566,0.9004274506013802,3,0.8422319486552992,5.75,0.7896410166869543,1
3_39,2.499598908300683,0.9915049732857446,0.7550626207253067,4.335614780422459,0.0532335770506247,3.1807062287748096,2.2346149800578767,0.9872561656595001,0.08252799229179603,0.9345947790077022,9,2.7351451184470017,12.75,1.856127967336531,1
3_40,3.38256005460326,0.47333719856289197,2.240033139854157,4.335614725972129,0.016379041053527388,0.9786477029482521,3.093601628109483,0.45872693055332137,0.10034051948405551,0.615158440247512,8,3.0385256369489837,9.75,1.8495467530819116,1
3_41,3.819244142269705,0.3993569840490663,3.1124689695000525,5.055041630552457,0.016030420045927585,0.9578175977441603,3.4521266558804604,0.37644213468116805,0.1114013611536514,0.7399972892710651,5,2.4962736923119793,7.75,1.897817466174324,1
3_42,4.111605693639,0.26759135980989746,3.470550602577331,5.055041657260113,0.0021753791607963535,0.12997890485770558,3.742581508424117,0.23172439444188664,0.10029093703736401,0.1536718981866036,4,1.9591413280361238,6.5,1.5450339109676283,1
3_43,4.303433623567657,0.4280895894225958,3.7802512765475482,5.509864554626631,0.014666814365533298,0.8763421583406079,3.9427741017510924,0.409654743668701,0.10622908447514147,0.6257281727155529,5,2.3924650416873248,7.25,1.6979184034138743,1
3_44,4.682071584349655,0.44779247403643835,3.780251266572623,5.551233177327868,0.01592777972539139,0.9516848385920071,4.31687718428267,0.42769745582155977,0.112016411034637,0.644047421441488,5,2.5202589400396724,7.5,1.8476112854226645,1
3_45,4.743651390421939,0.23881944364895716,4.364753677267546,5.551233175825711,-0.006672884469622886,0.3987048470600909,4.485001191691656,0.22077917276303652,0.07422207534490068,-0.5283045765086389,3,1.1641279535666635,4.75,0.90892568664296,1
3_46,4.370303959586224,0.28388683197914055,3.835709358075625,5.060233563672218,-0.01434475335772234,0.8570990131239249,4.2335196527545635,0.28056941953140446,0.030929558348563802,-0.8857601641673809,1,0.2868085470101285,1.75,0.2509574786338624,1
