,mean,std,min,max,slope,range,meanSCL,stdSCL,stdSCR,corrSCL,numSCR,sumAMP,sumDUR,sumAREA,label
2_20,1.517022916147324,0.022471417775052824,1.477718863147844,1.5650981316103247,-0.0012938903807990787,0.07758166723265347,1.5107470012181197,0.022075213125729676,0.0027876150705395822,-0.9930046757525274,1,0.03238039082647992,0.2,0.0032380390826479925,0
2_21,1.4792759027333733,0.020937273793823624,1.443306771023913,1.5178009037598486,-0.001206311285661954,0.07233042468845796,1.4757338748664188,0.020755484878396905,0.0010858208592739328,-0.99848093345232,10,0.042129595200518954,4.68,0.00945114928600594,0
2_22,1.4450430320725742,0.018710917805322167,1.4113163970705507,1.479991722850997,-0.0010782149274579655,0.06464976705016556,1.4419117216179824,0.018567398322582623,0.0011111347441865595,-0.9991669356728611,7,0.0335119324767863,2.76,0.006471636944418435,0
2_23,1.4120935901705804,0.01950537014153151,1.376952028307495,1.4456020631512805,-0.0011244077758709725,0.06741949024104299,1.4093329340168173,0.019319763913064846,0.0011385294233388944,-0.9989059307677997,3,0.0161448158421158,1.0,0.0025748020415205983,0
2_24,1.3769853252273503,0.02111816674327554,1.3398937573745298,1.445696455799457,-0.0012157652995170576,0.07289728735898726,1.3458638941015317,0.021662823505401243,0.002836665604981911,-0.9905115682268344,2,0.03638095213152903,2.16,0.021437062295866748,0
2_25,1.3398343937788322,0.02161972343166201,1.301875078183406,1.3809664467422764,-0.0012445033229613323,0.07462041924483409,1.3350145865716896,0.02131023465628556,0.0021216511997000473,-0.994207276623028,1,0.022215810821604398,0.2,0.0022215810821604397,0
2_26,1.3045057291775286,0.01926160720777377,1.2702440315702679,1.3420901298104824,-0.0011077825724736812,0.06642264304528633,1.3004095020965993,0.019077184868967315,0.0013083146339004721,-0.9981790675035873,15,0.06887013389553465,7.640000000000001,0.017249006037413497,0
2_27,1.267870701816928,0.02270393472376246,1.2302183269915028,1.3058996798666824,-0.0013032276635516205,0.0781415307063813,1.263844879240581,0.022608821626318693,0.0013937529722039162,-0.9953430160689111,16,0.07565456504477597,7.6000000000000005,0.01770561831045952,0
2_28,1.233501883533456,0.016960551533383644,1.20996579680152,1.2730986792982366,-0.0009612319911755929,0.057635470190843474,1.2304959471568282,0.016924111705477883,0.0011955723347135479,-0.9829002464702836,31,0.11124623483449603,14.52,0.026265188008977675,0
2_29,1.2094845201905764,0.012462133555201321,1.186486478982381,1.2328438681024871,-0.0006972393742976646,0.04180647288313155,1.2041484833026732,0.012174640084658241,0.0019922303033245332,-0.9789165230596352,1,0.019555403066692678,1.2,0.011733241840015606,0
2_30,1.1945994835597127,0.00966381066346481,1.1754371010508724,1.232869019082107,-0.0004740869630093236,0.028426254302044818,1.1886344030990543,0.009181895190225326,0.002059317324563958,-0.8714140744309825,4,0.03829664633657526,1.96,0.010014829804220766,0
2_31,1.178498235153623,0.012658386510706571,1.15299980713985,1.2030148601035815,-0.0007119983803927088,0.042691422888110564,1.172514538713685,0.012622225465019767,0.003296914054409558,-0.9340588226049544,1,0.03712947854533888,0.2,0.003712947854533888,0
2_32,1.1646261243875005,0.009176514290802084,1.1470765262961762,1.185966757190949,-0.00023867884508810278,0.014311183551294349,1.1594281021541097,0.008868294399703634,0.0017462619112175563,-0.44598609192661753,19,0.11635890953524286,8.92,0.027027730881916758,0
2_33,1.1533626566685098,0.011929180253321705,1.1333902751437162,1.185966755848787,-0.00048136752555660856,0.02886279683231896,1.1480268968121548,0.011776280974506842,0.002203483795674356,-0.7047241700805065,13,0.10316053983250506,6.280000000000001,0.02554253037214888,0
2_34,1.1405431066025389,0.005933885239918603,1.128037040458689,1.179780722257224,-0.00029726124686768607,0.017823784362008155,1.111322859594653,0.006500108154412999,0.0032185107574203516,-0.854915231450991,1,0.028846988317001943,1.2,0.017308192990201164,0
2_35,1.1288848246515095,0.008117400088235588,1.1124718005244902,1.1453987013103872,-0.00042806100024606053,0.025666537574688286,1.1231984432904207,0.007909130199805159,0.0025206498176863217,-0.9674138093312843,6,0.05954716852994224,2.92,0.014929053528994377,0
2_36,1.1112646504651724,0.016804218822349996,1.0795554466266861,1.1495104927441882,-0.0008072308647910642,0.048401562653114016,1.1023762711796676,0.016575723514474908,0.0027115121909186343,-0.8464377283436708,10,0.09811038282451778,4.839999999999999,0.023893661062388192,0
2_37,1.2125187539601872,0.028430428381565846,1.1792054157499035,1.2805570705624885,-0.0015565260695460381,0.0933293031299991,1.1918841063382721,0.028686855924977283,0.002300535179214436,-0.9502273315822825,4,0.03846749991045684,3.3600000000000003,0.014054514157241845,1
2_38,1.1841235269097314,0.0082106891392216,1.1738194362388281,1.2439415143672272,-0.0001987385108148665,0.011916361108542217,1.179569944036273,0.005670085605352672,0.005636924619547678,-0.7683222723404306,1,0.06221122953293157,1.68,0.05225743280766251,1
2_39,1.2334842574328937,0.054801339521015485,1.1729330295186349,1.3213444097951628,0.002768662351448903,0.16600899459292817,1.2144067766204985,0.054721271773381146,0.0041670131979075166,0.881937452110604,1,0.03701507520717073,1.44,0.026650854149162927,1
2_40,1.2803524027008688,0.014564413479914048,1.255698115279198,1.3213444614027063,-0.00031081864502735534,0.018636685956043397,1.2720731417866074,0.014398542351175506,0.0031862423506599483,-0.3498369032919055,2,0.03641920439293456,1.7999999999999998,0.01599121291521926,1
2_41,1.2683538723622212,0.008117604882108614,1.2370626443394896,1.2908296049288672,-0.00037171029126925603,0.022287749064255236,1.2590451713591244,0.008175812902965405,0.004476423808263285,-0.7556307475435532,1,0.04357402531209864,0.24,0.005228883037451837,1
2_42,1.3085488790749644,0.06371530359455378,1.2553115589512565,1.4571134249440532,0.002999144807813714,0.17982872267673367,1.268504176901256,0.06266911865902436,0.00840829739001736,0.8217461446353923,1,0.08832812248179045,1.2,0.05299687348907427,1
2_43,1.3884568530047676,0.055921576543893056,1.2716006259729238,1.4571132641123814,0.0024793534697364894,0.1486620340456417,1.3483937069328895,0.05498761720120499,0.008224073910061348,0.7816305554669691,1,0.08834476592285845,1.2,0.05300685955371507,1
2_44,1.4257422887953246,0.018149791899980717,1.3933046336875659,1.4874549156991204,0.00048021690308708287,0.02879380550911237,1.4035127662933724,0.018794955869587612,0.00456107929449245,0.4883387112324098,1,0.02891999934915246,1.36,0.019665599557423672,1
2_45,1.4670322422896485,0.052822838459413726,1.3933044815058022,1.6318949369131832,0.002483957495630351,0.14893809143823789,1.4203074408559195,0.05172107246040118,0.009353831809953745,0.8352424594235452,1,0.0994466880942313,1.44,0.07160161542784653,1
2_46,1.5034308577833329,0.03375919899777712,1.42775507801815,1.6318949224994304,0.0002267427863578142,0.013595497470014761,1.4564486373564944,0.03205404197578958,0.009278927399182643,0.11575800332051098,1,0.09940324342799611,1.44,0.0715703352681572,1
2_47,1.5400318644335984,0.09575197961679988,1.4588200464038816,1.9056825736121825,0.0033570655246339953,0.20128964885683343,1.4775772783521084,0.09769154894464042,0.013522886075149827,0.619791816306582,1,0.1285798242593017,1.04,0.06686150861483689,1
2_48,1.6815741661452641,0.14252094684602976,1.458819761739581,1.9056823911155703,0.007222237353909922,0.4330453517404429,1.6195769509560203,0.14200261612882295,0.012720491827772617,0.8847409830232862,3,0.25075217563283436,3.2,0.13290337633275895,1
2_49,1.8187182258371855,0.07342200191491553,1.6639330166604689,1.9981801614920773,0.002202794193023605,0.13207953981373755,1.7573001953402279,0.07390400898514243,0.01695400367634265,0.549505555459367,3,0.2641227416664438,3.6399999999999997,0.16394996435886952,1
2_50,1.936038814957363,0.15262872481564968,1.7768225371039392,2.322418786713352,0.006075690841755854,0.36429842287190173,1.8719761247201563,0.14957913983069196,0.017224085291994016,0.7018587604365056,2,0.22729214761648509,2.4,0.13751523177468072,1
2_51,2.1935928040685604,0.21661425513190907,1.8820702890324714,2.5351012846310144,0.011089860990609601,0.6649480649971378,2.130413802774371,0.21454969543798771,0.018225664189793954,0.8859854361104564,3,0.30865480494316855,4.2,0.20904935915123907,1
2_52,2.469012305116339,0.13535481363425397,2.2546207922384,2.7805832953811,0.005802366764640077,0.34790991120744197,2.3910057547958417,0.12949659569717828,0.030372049072086026,0.7382135597149142,1,0.2709374082952345,1.6,0.2167499266361876,1
2_53,2.624755842410139,0.1029151881171085,2.365446008108981,2.8655704187188435,0.00244546356485964,0.1466299953494703,2.5483527809459967,0.09874860518734078,0.021716058691215446,0.43334862421443276,3,0.3605804255648146,3.72,0.23020275262078926,1
2_54,2.7677423380883233,0.14111085701969553,2.592632685208084,3.1335504811023185,0.005221039092828672,0.31305350400554177,2.688591275355384,0.13917550377635365,0.0178134877086016,0.6601472095207674,2,0.22282298444956483,2.76,0.1541385241947924,1
2_55,2.886431333860414,0.1066460135093494,2.6300123742338393,3.1335507501853814,0.0029854086014191594,0.17900509974105328,2.8075672195271952,0.10396548737415395,0.01806052846492679,0.5037471395073991,3,0.29400620340905226,4.16,0.20396205257240568,1
2_56,0.7640760809781935,0.013294805079665538,0.7443306132581792,0.792561319526737,0.0006928204455747267,0.04154151391666516,0.7483520578966915,0.013102248258060825,0.002680138825056023,0.8986153857824771,10,0.09465980489856662,4.36,0.020532754072818092,2
2_57,0.7959878843179298,0.026314212987982335,0.7523652152736665,0.8412833102622683,0.001413337567124362,0.084743720524742,0.7869712919474411,0.026316238817377293,0.0025134102124900587,0.936241641602918,7,0.08078881575682428,2.96,0.01732018219746904,2
2_58,0.8445613071717502,0.033795593700561774,0.7756035227906868,0.9122987636020262,0.0017269604869724064,0.10354855079897918,0.8341523233049939,0.0336980016605578,0.003265044199708711,0.8928789320163031,7,0.09371645729443401,4.48,0.03123591596227282,2
2_59,0.8521232851578678,0.027194940220194492,0.7944767894911712,0.9122988455079172,-0.0012384740007531647,0.07425890108513256,0.842420847849994,0.026851624152601037,0.002909694435011147,-0.7904489475401736,3,0.04373841560717329,2.8,0.02042900367921503,2
2_60,0.8039204639010891,0.03203044535075334,0.7526427369112169,0.861762219806573,-0.0018219655493117992,0.10924505433685539,0.7950268000160099,0.031743491197613105,0.002315697123721643,-0.9868676174438076,26,0.18280266763112218,11.719999999999999,0.04093148612424837,2
2_61,0.7557854997301985,0.023506377797046493,0.7152095536006234,0.8001574059981093,-0.0013467684515322542,0.0807522363538804,0.7467794414071158,0.023400881685884858,0.0024206839294209468,-0.9973930456672165,19,0.15239548746734122,9.360000000000001,0.03656346878332567,2
2_62,0.7214201817889355,0.018104460631892052,0.6899010048471288,0.7575898099012613,-0.0010195452478461986,0.06113193306082776,0.7141244776850475,0.01783897629052131,0.002260728530657531,-0.9826748665380949,13,0.09746502600365248,5.760000000000002,0.021761308118049195,2
2_63,0.7066298204481163,0.017079216145524392,0.6806139440094341,0.7494000177999982,7.996936548237965e-05,0.00479496315434369,0.6973917380808621,0.016843836312823057,0.0030084667078316817,0.09483130102704554,6,0.07607675849262141,4.12,0.025796537945307507,2
2_64,0.7018451322103192,0.020686789927886206,0.6712887253594909,0.7494001397324838,-0.00017845189491105806,0.010699975618831181,0.69256264081422,0.020452268728464843,0.0036508866925468557,-0.12968564398348736,11,0.14266821651179828,6.560000000000001,0.0407383222357004,2
2_65,0.6540211382534473,0.05349410439543454,0.5551946199962828,0.7518317692392811,-0.0029771413952300874,0.178509398058036,0.6421317917383288,0.05338893472593617,0.003894352882404448,-0.966965358219601,7,0.10160643541324155,5.76,0.04473038226276888,2
2_66,0.5931138787740009,0.033360989270196886,0.550122276896998,0.6733681224429026,-0.0013151890949303358,0.07885873813200772,0.583521634248286,0.03320695521957946,0.0035584659521439204,-0.6866731182417093,7,0.09913691689640147,5.880000000000001,0.04484324655237518,2
3_0,8.00170777228555,0.47447277165852386,7.024698394602436,8.727651636858155,0.027177178360759946,1.6295436145118796,7.870385550195873,0.47291066253575714,0.019187414805409753,0.9930111356457584,1,0.18659059332725025,1.84,0.17166334586107024,0
3_1,8.603529740002035,0.24152673090153592,7.99543209830007,8.848136817085534,0.012491271635983736,0.7489766472918973,8.58316734149493,0.24153710936433226,0.008297631233289313,0.8975182058519616,9,0.272046476751445,7.08,0.1080940171301219,0
3_2,8.71158641353785,0.10210521649214746,8.484993550104646,8.84813574273624,-0.0050068707868167195,0.30021197237711306,8.69059195377586,0.10191292611596335,0.008458028563042477,-0.8472083822949269,5,0.178338870913759,3.0,0.05067997059028831,0
3_3,8.42486983045791,0.2374019552646163,8.007601826487521,8.75441619344505,-0.013577863439939719,0.8141286918568156,8.394129175563451,0.23643468943212018,0.007674353514831928,-0.99101122531806,46,0.8245992768897281,23.320000000000004,0.21137656024393786,0
3_4,8.0409191014128,0.20504540022569184,7.7485877432329975,8.478349653978498,-0.011696170978847675,0.7013024118900351,8.0271442557888,0.20466667388927498,0.006327439523777224,-0.98836035502896,49,0.8267442686616171,25.32,0.2152709695041439,0
3_5,7.758647103360568,0.12430017605006365,7.571240779741827,8.011729331059817,-0.007089030637486005,0.4250582770244362,7.739328453784702,0.1236616450549587,0.00654181164969971,-0.9884598543182853,46,0.7751638717034206,23.360000000000003,0.196813093958386,0
3_6,7.546403658624809,0.11858127811551879,7.3332053045697645,7.752377459134787,-0.006774778815588078,0.4062157377833824,7.526998368488086,0.11790387873452456,0.007186768153697046,-0.9913886103424524,8,0.19069638425831315,4.32,0.052061586453814,0
3_7,7.344782835950858,0.11156330756280615,7.160505300162667,7.580589824731346,-0.006389692549646497,0.38312596527775966,7.325283999206844,0.11105375817424999,0.006864191909125404,-0.9937919223711466,5,0.12343392113767582,3.16,0.03902523289344901,0
3_8,7.183497986172678,0.07384233477768594,7.090604116692764,7.344991160965783,-0.004133475395051711,0.2478431846864515,7.162908778219763,0.07339639041817542,0.005922768584310875,-0.9715132506945912,34,0.5527272695766561,17.520000000000003,0.14297758822144516,0
3_9,7.084138058307032,0.042773875096019154,6.994376822099676,7.17030854292132,-0.0023946778438865834,0.14358488351930276,7.070549565007994,0.04216039290340173,0.0055080232975599,-0.9791706704280211,38,0.5882758485603956,18.880000000000003,0.1461629822130714,0
3_10,7.025051717667855,0.03277918485273745,6.971279123415624,7.0995749577686045,-0.001729768874891846,0.10371694173836499,7.005343324990887,0.03187854242189462,0.005790650273838216,-0.9235581151800666,54,0.7767362323140325,25.720000000000002,0.18594299080933102,0
3_11,6.975834050761303,0.029651632639346046,6.915305171401781,7.0338038655429385,-0.0016105434652580186,0.09656818617777763,6.9639810209920805,0.029012479221000247,0.0053782066956250965,-0.9562986289141968,36,0.5719984415071195,19.2,0.1540755869693592,0
3_12,6.911430718251424,0.0479563754138061,6.816863930124074,6.983567359082147,-0.0026933318997057754,0.16149218070602878,6.900631142228776,0.04762244817414214,0.005098213787161902,-0.9783448434440426,34,0.513357027888639,18.56,0.14224052621973138,0
3_13,6.833895450245203,0.04599718692076497,6.764875047688492,6.930636852326797,-0.002553534358074039,0.15310992010992752,6.819860429956002,0.04556609260778432,0.005252019049019451,-0.9675130247143484,25,0.39468389156080885,13.68,0.11055642958686163,0
3_14,6.7689836775599534,0.030474182015747395,6.713309766534967,6.827924747526324,-0.0017094644136461667,0.10249948624307326,6.756922194578396,0.030036141489585586,0.0052631732079181015,-0.9870164440405531,22,0.3568096587860863,11.719999999999999,0.09630798390842252,0
3_15,6.718899793842232,0.027797634179688585,6.662708806201573,6.776444633693044,-0.0015362949130182102,0.09211624298542631,6.7069287544027025,0.02731598285369483,0.005245606009224133,-0.973735808919415,48,0.6849527260629893,25.200000000000003,0.1811495977323216,0
3_16,6.684482774677817,0.017840530420095712,6.640641973359772,6.723220373808563,-0.0008544776279428845,0.051234478572196096,6.672264138033724,0.0172577139387945,0.005220230199563006,-0.8682641019460988,48,0.676272069048137,25.840000000000003,0.1826818643875089,0
3_17,6.656651429939279,0.021281841333711228,6.612631426192467,6.696242660248038,-0.0009223264223034988,0.05530269228038254,6.640730522213588,0.02069319188214374,0.005594971721376076,-0.7758853470278014,16,0.2745780364847805,8.84,0.0765632423804615,0
3_18,6.633356083036465,0.02074022234389338,6.581317274295906,6.680510384963513,-0.0006194018756788822,0.037139336466495365,6.61538217796468,0.019419175076518788,0.005900654054953718,-0.535857382059855,10,0.2071828184329183,5.5600000000000005,0.05889986300412993,0
3_19,6.591922502499501,0.03992776239724418,6.532792851016631,6.675389561343458,-0.002238038711377399,0.13419280113351828,6.573675215740533,0.039598095453150635,0.0053653613056038555,-0.9807682120664786,8,0.16298842093781918,4.4,0.046374945004199204,0
3_20,6.543494653050223,0.017428907223814516,6.515114252462181,6.586663421991729,-0.00092767637849267,0.0556234756543299,6.5329481308958925,0.01664093132739789,0.004820214325010899,-0.9563626611310467,54,0.7013209144534196,26.04,0.17030575975925516,0
3_21,6.5318895668487365,0.013485797091381509,6.510221271839323,6.579316055544708,0.00021902447384647417,0.013132707452114367,6.5197346548243935,0.012362871939159999,0.005078729145787506,0.29997747918234985,38,0.5333620615292256,19.200000000000003,0.13568655318460981,0
3_22,6.550693437314583,0.021995464540777346,6.510221657498328,6.586727774169865,0.0011472337751783357,0.06878813716041243,6.538679935662128,0.021364576501922423,0.005041930010809736,0.9284317205033012,35,0.49548675005384624,17.64,0.12625719089523782,0
3_23,6.560875701466282,0.012234778060249358,6.537460406851738,6.5917162410841925,-0.00034699759527967444,0.020805975813785516,6.549062320545495,0.011074713860984664,0.004901870940692937,-0.5419485906825937,13,0.20998885599688855,7.48,0.06192542104312654,0
3_24,6.546471711867656,0.013463363658103406,6.514116373669145,6.59171581678495,-0.0006146647127058813,0.03685529617294936,6.523998361177224,0.01283483377471365,0.005626905014078184,-0.8593140645953823,12,0.22373586173490523,7.5200000000000005,0.07257020190122233,0
3_25,6.542473093451482,0.011937328552607547,6.514115686785614,6.569708019467835,8.826398547601144e-05,0.005292308569260662,6.531866263809959,0.010695263959445415,0.005240336039634402,0.12841591466950006,43,0.6063873819846499,22.64,0.1623133945361331,0
3_26,6.544395300710331,0.009232794573900369,6.518626350975283,6.569707770046489,-7.184080286215533e-06,0.00043075745408138744,6.534684344028135,0.0077050761894927895,0.004999147549955126,-0.02998293203566028,49,0.6689757814331676,25.599999999999998,0.17639166600798634,0
3_27,6.542923482679685,0.007005245823440688,6.528262164843215,6.571003737813478,7.89340046436493e-05,0.0047328829185042665,6.532793945890719,0.004069752900207861,0.005567220026474745,0.21422343728238039,18,0.28847716987066985,10.200000000000001,0.0837365288024858,0
3_28,6.54863957211424,0.010087949289080333,6.528261943319402,6.584551724494287,0.00021875413402927535,0.01311649787717517,6.537911396883572,0.008486344712509747,0.0053438431418342145,0.44951336095739336,47,0.6634704867969701,23.92,0.17063668954652328,0
3_29,6.558044807221211,0.009905576052421823,6.539599853636999,6.584552979677654,0.00021613949561238854,0.012959724156635488,6.547219182088249,0.008300661676763571,0.00506364305154748,0.4575650919518268,45,0.6235132407724873,22.400000000000002,0.15657251617695236,0
3_30,6.568307778165438,0.009977935511911517,6.540964848758072,6.590107512690926,0.00042826849486754526,0.025678978951546583,6.559544516377042,0.008662771295218464,0.004803908243604653,0.8420348662146411,53,0.6836147756956299,27.240000000000006,0.17769226505052962,0
3_31,6.5725826720276075,0.008019654993376786,6.5542634066467285,6.605085435415816,-3.595684123780529e-05,0.002155972200746703,6.564223058674815,0.005791733134073232,0.005086852367545055,-0.17612562655792605,51,0.6766536299951191,25.920000000000005,0.17296624845480374,0
3_32,6.578189508734317,0.011565440784996347,6.554264098811466,6.605909391031273,0.000490268713160269,0.02939651204040672,6.568640717911917,0.010430179588270416,0.004939969666194352,0.8123504369941064,52,0.6887751664692798,25.92,0.17310956865192295,0
3_33,6.590370631143077,0.010845487278212175,6.566832173933142,6.619837066679302,0.00038916483371398414,0.023334323429316406,6.580960726923912,0.009546456097179457,0.004852351128488287,0.6849464891027343,50,0.6639117599845186,25.52,0.17020125478013637,0
3_34,6.609325114057788,0.018799623453401255,6.57555568766912,6.665785830466894,0.0009222223167570931,0.05529645011307682,6.581322700666055,0.018032299876254727,0.005763139738877039,0.8590093615072585,15,0.2546461303467158,8.32,0.07242374343601228,0
3_35,6.6247523604647744,0.010758812672058941,6.604901411325597,6.665786576317947,9.152846365267919e-05,0.005488046681409564,6.60983137618079,0.009297481287179277,0.005031521365157228,0.19745628872437138,47,0.6244475235375004,22.84,0.15345172421000883,0
3_36,6.942296798752655,0.05334268025496514,6.883440261399877,7.122394954821737,0.002777432213685316,0.16653483553269233,6.93053112343989,0.05037198637096594,0.008628575727628169,0.9184368019662663,1,0.06828304105916239,1.32,0.045066807099047174,1
3_37,7.222326770391387,0.3082530011490603,6.910643082659066,7.889478241844953,0.01633058807299914,0.9791820608568802,7.1906509555875475,0.3073370319047984,0.007575328382577704,0.9181342395643204,1,0.06467675570237308,1.36,0.0439801938776137,1
3_38,8.976477040040256,1.7977200726575444,7.126532161246645,12.052015775478012,0.097124934833559,5.823611092620902,8.556459546423723,1.8083005026422558,0.08140672049709732,0.9390821558138471,3,1.0611077698161715,5.04,0.8851377189066767,1
3_39,10.403656363552061,1.1230269649832805,7.882330155575815,12.052013098215033,0.0031491035258568445,0.18882024740848813,10.209497210760548,1.111002539047343,0.07764550896345397,0.05698503785273936,7,2.086394947566779,9.719999999999999,1.479674247933448,1
3_40,9.249489775265273,1.2241384700002729,7.988366042251826,11.54549046343523,-0.0646303044186336,3.8752330529407555,9.057176652807861,1.222724945302746,0.055642448730515624,-0.9157238453182133,6,1.4597262546194205,7.52,0.9073498216644771,1
3_41,8.09413601290463,0.21635508361979472,7.701677919710831,8.80070885453828,-0.0074847388336962695,0.44878494046678963,7.897744742156152,0.2033679859114598,0.0601371502790057,-0.6419832117885095,3,0.9146375994364169,4.16,0.6240438242864851,1
3_42,8.113114599263316,0.23580933391724496,7.701678138363164,8.800707992560211,0.004713927044197597,0.28264706556984986,7.9222405305004795,0.22205015629651317,0.05918927538562963,0.3818565623418505,3,0.9142338274248143,4.08,0.6155384201276218,1
3_43,8.263695040827805,0.30416511614728853,7.680897199130159,9.400770999656558,0.0014376874595267708,0.08620374007270826,8.05803908442175,0.2888969128765315,0.06409235088829736,0.10003725261148906,5,1.3916192547815003,6.44,0.9058758989188486,1
3_44,8.046754286293213,0.44727862444067884,4.430127465964084,9.400770946703387,-0.015125450029174203,0.9069219837507818,5.183429939374662,0.39306061560111766,0.20496785096074072,-0.6697258660158475,1,3.6884699421659333,0.4,0.7376939884331867,1
3_45,8.107637093934288,0.4588528204431337,4.430127933143895,9.048710825324877,0.02009158544631351,1.2046914633616463,5.2442974425949,0.40956302209829815,0.19903779041359684,0.8484906241163465,1,3.6883905723920325,0.4,0.7376781144784066,1
3_46,8.838391946632296,0.4953284969010914,7.878177188927999,9.543477555462017,0.02793922011012917,1.675235637802249,8.731490686681548,0.49386592831195947,0.022673440346251253,0.978200777184382,1,0.2176044529663077,1.24,0.13491476083911078,1
